,condition,drug name,meanNormalizedScore
3635,Heart Failure,Norvasc,9.0
3636,Heart Failure,Quinapril,4.0
3637,Heart Failure,Ramipril,6.0
3638,Heart Failure,Sacubitril / valsartan,4.642857142857143
3639,Heart Failure,Spironolactone,5.333333333333333
3640,Heart Failure,Toprol-XL,5.5
3641,Heart Failure,Trandolapril,2.5
3642,Heart Failure,Warfarin,9.0
3643,Helicobacter Pylori Infection,Aciphex,6.25
3644,Helicobacter Pylori Infection,Amoxicillin,9.5
3645,Helicobacter Pylori Infection,Amoxicillin / clarithromycin / lansoprazole,5.614754098360656
3646,Helicobacter Pylori Infection,Amoxil,10.0
3647,Helicobacter Pylori Infection,Biaxin,6.5
3648,Helicobacter Pylori Infection,Bismuth subcitrate potassium / metronidazole / tetracycline,5.380952380952381
3649,Helicobacter Pylori Infection,Clarithromycin,4.25
3650,Helicobacter Pylori Infection,Esomeprazole,7.333333333333333
3651,Helicobacter Pylori Infection,Flagyl,3.8333333333333335
3652,Helicobacter Pylori Infection,Lansoprazole,5.5
3653,Helicobacter Pylori Infection,Metronidazole,5.285714285714286
3654,Helicobacter Pylori Infection,Nexium,7.333333333333333
3655,Helicobacter Pylori Infection,Omeprazole,6.5
3656,Helicobacter Pylori Infection,Pantoprazole,2.75
3657,Helicobacter Pylori Infection,Prevpac,5.8
3658,Helicobacter Pylori Infection,Prilosec,5.0
3659,Helicobacter Pylori Infection,Pylera,5.388888888888889
3660,Helicobacter Pylori Infection,Rabeprazole,6.25
3661,Helicobacter Pylori Infection,Tetracycline,6.5
3662,Hemophilia A,Advate,6.0
3663,Hemophilia A,Antihemophilic factor,5.75
3664,Hemophilia A,Nuwiq,5.5
3665,Hemophilia B,Alphanine SD,8.5
3666,Hemophilia B,Coagulation factor ix,8.5
3667,Hemorrhoids,Analpram-HC,5.8
3668,Hemorrhoids,Anucort-HC,4.0
3669,Hemorrhoids,Anusol-HC Suppositories,1.5
3670,Hemorrhoids,Dibucaine,8.166666666666666
3671,Hemorrhoids,Hydrocortisone,6.714285714285714
3672,Hemorrhoids,Hydrocortisone / lidocaine,6.0
3673,Hemorrhoids,Hydrocortisone / pramoxine,6.0588235294117645
3674,Hemorrhoids,LMX 5,5.0
3675,Hemorrhoids,Lidocaine,5.571428571428571
3676,Hemorrhoids,Nupercainal,8.166666666666666
3677,Hemorrhoids,Phenylephrine / pramoxine,6.375
3678,Hemorrhoids,Pramosone,5.5
3679,Hemorrhoids,Pramoxine,7.62
3680,Hemorrhoids,Proctofoam,7.708333333333333
3681,Hemorrhoids,Proctofoam HC,7.0
3682,Hemorrhoids,Proctosol-HC,8.125
3683,Hemorrhoids,RectiCare,5.125
3684,Hemorrhoids,Tronolane Anesthetic for Hemorrhoids,6.5
3685,Hepatic Encephalopathy,Enulose,6.0
3686,Hepatic Encephalopathy,Generlac,6.5
3687,Hepatic Encephalopathy,Lactulose,6.25
3688,Hepatic Encephalopathy,Rifaximin,6.142857142857143
3689,Hepatic Encephalopathy,Xifaxan,6.5
3690,Hepatic Tum,Nexavar,1.5
3691,Hepatic Tum,Sorafenib,1.5
3692,Hepatitis B,Epivir-HBV,6.5
3693,Hepatitis B,Lamivudine,6.5
3694,Hepatitis B,Tenofovir,6.45
3695,Hepatitis B,Viread,6.1875
3696,Hepatitis C,Boceprevir,6.5
3697,Hepatitis C,Copegus,9.0
3698,Hepatitis C,Daclatasvir,8.722222222222221
3699,Hepatitis C,Daklinza,8.722222222222221
3700,Hepatitis C,Dasabuvir / ombitasvir / paritaprevir / ritonavir,5.375
3701,Hepatitis C,Elbasvir / grazoprevir,7.696428571428571
3702,Hepatitis C,Epclusa,6.661016949152542
3703,Hepatitis C,Glecaprevir / pibrentasvir,6.5
3704,Hepatitis C,Harvoni,7.07089552238806
3705,Hepatitis C,Incivek,7.666666666666667
3706,Hepatitis C,Interferon alfa-2b,1.5
3707,Hepatitis C,Intron A,1.5
3708,Hepatitis C,Ledipasvir / sofosbuvir,7.064338235294118
3709,Hepatitis C,Mavyret,6.5
3710,Hepatitis C,Moderiba,9.0
3711,Hepatitis C,Olysio,7.333333333333333
3712,Hepatitis C,Pegasys,5.5
3713,Hepatitis C,Peginterferon alfa-2a,6.285714285714286
3714,Hepatitis C,Rebetol,4.0
3715,Hepatitis C,Ribasphere,9.5
3716,Hepatitis C,Ribavirin,5.714285714285714
3717,Hepatitis C,Simeprevir,7.333333333333333
3718,Hepatitis C,Sofosbuvir,6.285714285714286
3719,Hepatitis C,Sofosbuvir / velpatasvir,6.7578125
3720,Hepatitis C,Sovaldi,6.282051282051282
3721,Hepatitis C,Telaprevir,6.888888888888889
3722,Hepatitis C,Victrelis,6.5
3723,Hepatitis C,Viekira Pak,5.375
3724,Hepatitis C,Zepatier,7.696428571428571
3725,Hepatocellular Carcinoma,Nexavar,5.25
3726,Hepatocellular Carcinoma,Sorafenib,5.25
3727,Herbal Supplementation,Bee pollen,9.5
3728,Herbal Supplementation,Chaparral,9.25
3729,Herbal Supplementation,Creatine,4.5
3730,Herbal Supplementation,Fenugreek,9.5
3731,Herbal Supplementation,Ginkgo,7.5
3732,Herbal Supplementation,Ginseng,5.25
3733,Herbal Supplementation,Guarana,4.333333333333333
3734,Herbal Supplementation,Kava,8.5
3735,Herbal Supplementation,Lecithin,6.75
3736,Herbal Supplementation,Lysine,9.5
3737,Herbal Supplementation,Milk thistle,5.5
3738,Herbal Supplementation,Pennyroyal,4.5
3739,Herbal Supplementation,Royal jelly,10.0
3740,Herbal Supplementation,S-adenosylmethionine,5.333333333333333
3741,Herbal Supplementation,Scullcap,8.5
3742,Herbal Supplementation,Slippery elm,10.0
3743,Herbal Supplementation,Turmeric,7.0
3744,Hereditary Angioedema,Berinert,6.5
3745,Hereditary Angioedema,C1 esterase inhibitor (human),6.8
3746,Hereditary Angioedema,Cinryze,6.875
3747,Hereditary Angioedema,Conestat alfa,9.25
3748,Hereditary Angioedema,Ecallantide,9.0
3749,Hereditary Angioedema,Firazyr,5.625
3750,Hereditary Angioedema,Icatibant,5.625
3751,Hereditary Angioedema,Kalbitor,9.0
3752,Hereditary Angioedema,Ruconest,9.25
3753,Herpes Simplex,Abreva,4.7682926829268295
3754,Herpes Simplex,Acyclovir,5.863636363636363
3755,Herpes Simplex,Allantoin / camphor / phenol,7.25
3756,Herpes Simplex,Blistex,7.25
3757,Herpes Simplex,Docosanol,4.806976744186047
3758,Herpes Simplex,Lysine,6.115384615384615
3759,Herpes Simplex,Zovirax,5.071428571428571
3760,Herpes Simplex,Zovirax Cream,5.666666666666667
3761,Herpes Simplex,Zovirax Ointment,5.5
3762,Herpes Simplex Dendritic Keratitis,Ganciclovir,5.666666666666667
3763,Herpes Simplex Dendritic Keratitis,Zirgan,5.666666666666667
3764,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",Acyclovir,4.0
3765,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",Famciclovir,6.75
3766,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",Famvir,8.0
3767,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",Valacyclovir,6.3
3768,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",Valtrex,6.5
3769,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",Acyclovir,5.5
3770,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",Valacyclovir,8.166666666666666
3771,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",Valtrex,8.166666666666666
3772,"Herpes Simplex, Suppression",Acyclovir,6.368421052631579
3773,"Herpes Simplex, Suppression",Famciclovir,8.25
3774,"Herpes Simplex, Suppression",Famvir,8.25
3775,"Herpes Simplex, Suppression",Lysine,7.588235294117647
3776,"Herpes Simplex, Suppression",Valacyclovir,6.286516853932584
3777,"Herpes Simplex, Suppression",Valtrex,6.633333333333334
3778,"Herpes Simplex, Suppression",Zovirax,7.125
3779,Herpes Zoste,Acyclovir,6.285714285714286
3780,Herpes Zoste,Famciclovir,5.3
3781,Herpes Zoste,Famvir,5.75
3782,Herpes Zoste,Valacyclovir,5.5
3783,Herpes Zoste,Valtrex,5.833333333333333
3784,Herpes Zoste,Zovirax,5.5
3785,"Herpes Zoster, Prophylaxis",Zostavax,5.75
3786,"Herpes Zoster, Prophylaxis",Zoster vaccine live,4.2
3787,Hiccups,Baclofen,7.5
3788,Hiccups,Chlorpromazine,6.285714285714286
3789,Hiccups,Compazine,4.0
3790,Hiccups,Gabapentin,4.5
3791,Hiccups,Lioresal,8.5
3792,Hiccups,Prochlorperazine,4.0
3793,Hiccups,Thorazine,6.3076923076923075
3794,Hidradenitis Suppurativa,Adalimumab,4.166666666666667
3795,Hidradenitis Suppurativa,Humira,4.166666666666667
3796,High Blood Pressure,Acebutolol,8.0
3797,High Blood Pressure,Adalat CC,5.0
3798,High Blood Pressure,Aldactazide,6.5
3799,High Blood Pressure,Aldactone,4.5
3800,High Blood Pressure,Aldomet,6.5
3801,High Blood Pressure,Aliskiren,5.695652173913044
3802,High Blood Pressure,Aliskiren / hydrochlorothiazide,8.0
3803,High Blood Pressure,Altace,5.416666666666667
3804,High Blood Pressure,Amiloride,1.5
3805,High Blood Pressure,Amlodipine,4.31712962962963
3806,High Blood Pressure,Amlodipine / atorvastatin,4.833333333333333
3807,High Blood Pressure,Amlodipine / benazepril,4.879310344827586
3808,High Blood Pressure,Amlodipine / hydrochlorothiazide / olmesartan,6.066666666666666
3809,High Blood Pressure,Amlodipine / olmesartan,7.113207547169812
3810,High Blood Pressure,Amlodipine / telmisartan,7.75
3811,High Blood Pressure,Amlodipine / valsartan,4.5
3812,High Blood Pressure,Atacand,4.7
3813,High Blood Pressure,Atenolol,6.067901234567901
3814,High Blood Pressure,Atenolol / chlorthalidone,7.875
3815,High Blood Pressure,Avalide,8.0
3816,High Blood Pressure,Avapro,5.076923076923077
3817,High Blood Pressure,Azilsartan medoxomil,5.676470588235294
3818,High Blood Pressure,Azilsartan medoxomil / chlorthalidone,5.2272727272727275
3819,High Blood Pressure,Azor,7.113207547169812
3820,High Blood Pressure,Benazepril,4.590909090909091
3821,High Blood Pressure,Benazepril / hydrochlorothiazide,7.5
3822,High Blood Pressure,Bendroflumethiazide / nadolol,6.5
3823,High Blood Pressure,Benicar,6.2375
3824,High Blood Pressure,Benicar HCT,6.130434782608695
3825,High Blood Pressure,Bisoprolol,8.083333333333334
3826,High Blood Pressure,Bisoprolol / hydrochlorothiazide,5.520833333333333
3827,High Blood Pressure,Bystolic,6.190298507462686
3828,High Blood Pressure,Caduet,6.25
3829,High Blood Pressure,Calan SR,3.0
3830,High Blood Pressure,Candesartan,4.4
3831,High Blood Pressure,Captopril,7.0
3832,High Blood Pressure,Cardizem,6.25
3833,High Blood Pressure,Cardizem LA,2.0
3834,High Blood Pressure,Cardura,7.0
3835,High Blood Pressure,Cartia XT,7.0
3836,High Blood Pressure,Carvedilol,4.297872340425532
3837,High Blood Pressure,Catapres-TTS,6.4
3838,High Blood Pressure,Chlorthalidone,4.666666666666667
3839,High Blood Pressure,Clonidine,5.7272727272727275
3840,High Blood Pressure,Coreg,4.384615384615385
3841,High Blood Pressure,Coreg CR,4.666666666666667
3842,High Blood Pressure,Corgard,10.0
3843,High Blood Pressure,Corzide 80 / 5,6.5
3844,High Blood Pressure,Cozaar,5.391304347826087
3845,High Blood Pressure,Diltiazem,5.464285714285714
3846,High Blood Pressure,Diovan,5.009615384615385
3847,High Blood Pressure,Diovan HCT,5.638888888888889
3848,High Blood Pressure,Doxazosin,6.388888888888889
3849,High Blood Pressure,Dyazide,5.9
3850,High Blood Pressure,Edarbi,5.642857142857143
3851,High Blood Pressure,Edarbyclor,5.2272727272727275
3852,High Blood Pressure,Enalapril,6.25
3853,High Blood Pressure,Eplerenone,5.375
3854,High Blood Pressure,Exforge,5.1923076923076925
3855,High Blood Pressure,Exforge HCT,7.125
3856,High Blood Pressure,Felodipine,5.4
3857,High Blood Pressure,Fosinopril,8.0
3858,High Blood Pressure,Furosemide,5.875
3859,High Blood Pressure,Guanfacine,5.0
3860,High Blood Pressure,Hydralazine,3.0833333333333335
3861,High Blood Pressure,Hydralazine / hydrochlorothiazide / reserpine,2.0
3862,High Blood Pressure,Hydrochlorothiazide,4.642857142857143
3863,High Blood Pressure,Hydrochlorothiazide / irbesartan,7.583333333333333
3864,High Blood Pressure,Hydrochlorothiazide / lisinopril,5.5
3865,High Blood Pressure,Hydrochlorothiazide / losartan,5.777777777777778
3866,High Blood Pressure,Hydrochlorothiazide / moexipril,5.5
3867,High Blood Pressure,Hydrochlorothiazide / olmesartan,5.958333333333333
3868,High Blood Pressure,Hydrochlorothiazide / spironolactone,6.5
3869,High Blood Pressure,Hydrochlorothiazide / telmisartan,6.916666666666667
3870,High Blood Pressure,Hydrochlorothiazide / triamterene,5.053571428571429
3871,High Blood Pressure,Hydrochlorothiazide / valsartan,5.638888888888889
3872,High Blood Pressure,Hytrin,5.5
3873,High Blood Pressure,Hyzaar,5.9
3874,High Blood Pressure,Indapamide,6.5
3875,High Blood Pressure,Inderal,3.8333333333333335
3876,High Blood Pressure,Inderal LA,8.0
3877,High Blood Pressure,Inspra,6.5
3878,High Blood Pressure,Irbesartan,4.826086956521739
3879,High Blood Pressure,Labetalol,5.0
3880,High Blood Pressure,Lasix,6.0
3881,High Blood Pressure,Lisinopril,4.552706552706553
3882,High Blood Pressure,Lopressor,6.5
3883,High Blood Pressure,Losartan,4.902272727272727
3884,High Blood Pressure,Lotensin,3.8333333333333335
3885,High Blood Pressure,Lotrel,5.052631578947368
3886,High Blood Pressure,Maxzide,7.5
3887,High Blood Pressure,Methyldopa,5.875
3888,High Blood Pressure,Metoprolol,5.941860465116279
3889,High Blood Pressure,Metoprolol Tartrate,6.9
3890,High Blood Pressure,Micardis,5.479166666666667
3891,High Blood Pressure,Micardis HCT,6.954545454545454
3892,High Blood Pressure,Microzide,9.5
3893,High Blood Pressure,Midamor,1.5
3894,High Blood Pressure,Minipress,5.25
3895,High Blood Pressure,Minoxidil,5.666666666666667
3896,High Blood Pressure,Moexipril,5.5
3897,High Blood Pressure,Monopril,6.0
3898,High Blood Pressure,Nadolol,10.0
3899,High Blood Pressure,Nebivolol,6.183453237410072
3900,High Blood Pressure,Nifedical XL,4.333333333333333
3901,High Blood Pressure,Nifedipine,4.72
3902,High Blood Pressure,Nitro-Dur,1.0
3903,High Blood Pressure,Nitroglycerin,1.0
3904,High Blood Pressure,Normodyne,5.0
3905,High Blood Pressure,Norvasc,4.285714285714286
3906,High Blood Pressure,Olmesartan,6.101063829787234
3907,High Blood Pressure,Perindopril,5.15
3908,High Blood Pressure,Pindolol,2.5
3909,High Blood Pressure,Plendil,6.5
3910,High Blood Pressure,Prazosin,4.5
3911,High Blood Pressure,Prinivil,4.625
3912,High Blood Pressure,Prinzide,5.5
3913,High Blood Pressure,Procardia XL,4.0
3914,High Blood Pressure,Propranolol,5.421052631578948
3915,High Blood Pressure,Quinapril,5.875
3916,High Blood Pressure,Ramipril,5.420454545454546
3917,High Blood Pressure,Reserpine,7.166666666666667
3918,High Blood Pressure,Sectral,8.0
3919,High Blood Pressure,Spironolactone,5.833333333333333
3920,High Blood Pressure,Tarka,7.166666666666667
3921,High Blood Pressure,Tekturna,5.695652173913044
3922,High Blood Pressure,Tekturna HCT,8.0
3923,High Blood Pressure,Telmisartan,5.428571428571429
3924,High Blood Pressure,Tenex,5.166666666666667
3925,High Blood Pressure,Tenoretic 50,9.5
3926,High Blood Pressure,Tenormin,5.722222222222222
3927,High Blood Pressure,Terazosin,5.6875
3928,High Blood Pressure,Toprol-XL,6.615384615384615
3929,High Blood Pressure,Torsemide,3.5
3930,High Blood Pressure,Trandolapril / verapamil,7.166666666666667
3931,High Blood Pressure,Tribenzor,6.066666666666666
3932,High Blood Pressure,Twynsta,7.75
3933,High Blood Pressure,Uniretic,5.5
3934,High Blood Pressure,Univasc,5.5
3935,High Blood Pressure,Valsartan,4.98125
3936,High Blood Pressure,Valturna,4.4375
3937,High Blood Pressure,Verapamil,5.777777777777778
3938,High Blood Pressure,Verelan PM,9.0
3939,High Blood Pressure,Zestoretic,6.375
3940,High Blood Pressure,Zestril,5.0
3941,High Blood Pressure,Ziac,5.214285714285714
3942,High Cholesterol,Advicor,6.5
3943,High Cholesterol,Alirocumab,5.53125
3944,High Cholesterol,Altoprev,10.0
3945,High Cholesterol,Atorvastatin,4.14
3946,High Cholesterol,B3-500-Gr,6.5
3947,High Cholesterol,Colesevelam,5.611111111111111
3948,High Cholesterol,Crestor,4.731343283582089
3949,High Cholesterol,Evolocumab,4.435483870967742
3950,High Cholesterol,Ezetimibe,4.1911764705882355
3951,High Cholesterol,Ezetimibe / simvastatin,5.933333333333334
3952,High Cholesterol,Fenofibric acid,3.85
3953,High Cholesterol,Gemfibrozil,5.892857142857143
3954,High Cholesterol,Lipitor,4.219512195121951
3955,High Cholesterol,Livalo,4.5
3956,High Cholesterol,Lopid,7.333333333333333
3957,High Cholesterol,Lovastatin,4.65
3958,High Cholesterol,Lovastatin / niacin,6.5
3959,High Cholesterol,Mevacor,5.5
3960,High Cholesterol,Niacin,5.214285714285714
3961,High Cholesterol,Niacin / simvastatin,5.357142857142857
3962,High Cholesterol,Niaspan,5.181818181818182
3963,High Cholesterol,Pitavastatin,4.5
3964,High Cholesterol,Praluent,5.833333333333333
3965,High Cholesterol,Pravachol,4.428571428571429
3966,High Cholesterol,Pravastatin,3.6296296296296298
3967,High Cholesterol,Red yeast rice,6.5
3968,High Cholesterol,Repatha,4.071428571428571
3969,High Cholesterol,Rosuvastatin,4.609589041095891
3970,High Cholesterol,Simcor,5.357142857142857
3971,High Cholesterol,Simvastatin,4.071428571428571
3972,High Cholesterol,Slo-Niacin,8.0
3973,High Cholesterol,Trilipix,4.125
3974,High Cholesterol,Vytorin,5.933333333333334
3975,High Cholesterol,Welchol,5.611111111111111
3976,High Cholesterol,Zetia,4.428571428571429
3977,High Cholesterol,Zocor,4.34375
3978,"High Cholesterol, Familial Heterozygous",Alirocumab,6.071428571428571
3979,"High Cholesterol, Familial Heterozygous",Altoprev,6.0
3980,"High Cholesterol, Familial Heterozygous",Atorvastatin,4.833333333333333
3981,"High Cholesterol, Familial Heterozygous",Crestor,5.5
3982,"High Cholesterol, Familial Heterozygous",Evolocumab,5.9
3983,"High Cholesterol, Familial Heterozygous",Ezetimibe,5.428571428571429
3984,"High Cholesterol, Familial Heterozygous",Ezetimibe / simvastatin,9.0
3985,"High Cholesterol, Familial Heterozygous",Lipitor,6.5
3986,"High Cholesterol, Familial Heterozygous",Lovastatin,4.833333333333333
3987,"High Cholesterol, Familial Heterozygous",Mevacor,6.0
3988,"High Cholesterol, Familial Heterozygous",Praluent,6.071428571428571
3989,"High Cholesterol, Familial Heterozygous",Repatha,6.166666666666667
3990,"High Cholesterol, Familial Heterozygous",Rosuvastatin,5.785714285714286
3991,"High Cholesterol, Familial Heterozygous",Simvastatin,4.666666666666667
3992,"High Cholesterol, Familial Heterozygous",Vytorin,9.0
3993,"High Cholesterol, Familial Heterozygous",Zetia,5.916666666666667
3994,"High Cholesterol, Familial Homozygous",Alirocumab,5.5
3995,"High Cholesterol, Familial Homozygous",Atorvastatin,3.0
3996,"High Cholesterol, Familial Homozygous",Crestor,10.0
3997,"High Cholesterol, Familial Homozygous",Evolocumab,6.833333333333333
3998,"High Cholesterol, Familial Homozygous",Lipitor,3.5
3999,"High Cholesterol, Familial Homozygous",Praluent,5.5
4000,"High Cholesterol, Familial Homozygous",Repatha,6.833333333333333
4001,"High Cholesterol, Familial Homozygous",Rosuvastatin,10.0
4002,Hirsutism,Eflornithine,6.830188679245283
4003,Hirsutism,Spironolactone,6.972222222222222
4004,Hirsutism,Vaniqa,6.833333333333333
4005,Hot Flashes,Bazedoxifene / conjugated estrogens,7.9
4006,Hot Flashes,Brisdelle,5.767857142857143
4007,Hot Flashes,Citalopram,4.7
4008,Hot Flashes,Cymbalta,5.0
4009,Hot Flashes,Desvenlafaxine,6.5
4010,Hot Flashes,Duavee,7.9
4011,Hot Flashes,Duloxetine,4.944444444444445
4012,Hot Flashes,Effexor XR,6.833333333333333
4013,Hot Flashes,Esterified estrogens / methyltestosterone,6.166666666666667
4014,Hot Flashes,Estratest,6.5
4015,Hot Flashes,Estratest H.S.,6.0
4016,Hot Flashes,Evening Primrose Oil,7.833333333333333
4017,Hot Flashes,Fluoxetine,6.916666666666667
4018,Hot Flashes,Gabapentin,7.1506849315068495
4019,Hot Flashes,Megace,5.5
4020,Hot Flashes,Megestrol,5.833333333333333
4021,Hot Flashes,Mirtazapine,4.5
4022,Hot Flashes,Neurontin,7.25
4023,Hot Flashes,Paroxetine,6.138888888888889
4024,Hot Flashes,Paxil,8.5
4025,Hot Flashes,Prozac,8.833333333333334
4026,Hot Flashes,Remeron,4.5
4027,Hot Flashes,Venlafaxine,6.153225806451613
4028,Human Papilloma Virus,Aldara,6.21875
4029,Human Papilloma Virus,Cimetidine,6.0
4030,Human Papilloma Virus,Imiquimod,5.847107438016529
4031,Human Papilloma Virus,Podophyllum resin,8.5
4032,Human Papilloma Virus,Tagamet,10.0
4033,Human Papillomavirus Prophylaxis,Gardasil,4.7
4034,Human Papillomavirus Prophylaxis,Human papillomavirus vaccine,4.904761904761905
4035,Hypercalcemia of Malignancy,Denosumab,2.1666666666666665
4036,Hypercalcemia of Malignancy,Xgeva,1.5
4037,Hypercalcemia of Malignancy,Zoledronic acid,5.75
4038,Hypercalcemia of Malignancy,Zometa,5.5
4039,Hyperekplexia,Clonazepam,5.75
4040,Hyperekplexia,Depakote,9.5
4041,Hyperekplexia,Divalproex sodium,9.5
4042,Hyperekplexia,Klonopin,5.5
4043,Hyperhidrosis,Aluminum chloride hexahydrate,7.382217090069284
4044,Hyperhidrosis,Amitriptyline,4.25
4045,Hyperhidrosis,Botox,4.5
4046,Hyperhidrosis,Catapres,8.5
4047,Hyperhidrosis,Clonidine,6.625
4048,Hyperhidrosis,Drysol,7.44976076555024
4049,Hyperhidrosis,Hypercare,7.302955665024631
4050,Hyperhidrosis,Hytrin,9.0
4051,Hyperhidrosis,OnabotulinumtoxinA,4.5
4052,Hyperhidrosis,Oxybutynin,7.458333333333333
4053,Hyperhidrosis,Terazosin,7.666666666666667
4054,Hyperhidrosis,Xerac AC,6.833333333333333
4055,Hyperkalemia,Kionex,5.5
4056,Hyperkalemia,Sodium polystyrene sulfonate,5.5
4057,Hyperlipoproteinemia,Cholestyramine,6.0
4058,Hyperlipoproteinemia,Fenofibrate,3.75
4059,Hyperlipoproteinemia,Niacin,5.0
4060,Hyperlipoproteinemia,Niacin / simvastatin,5.0
4061,Hyperlipoproteinemia,Niaspan,5.0
4062,Hyperlipoproteinemia,Prevalite,6.0
4063,Hyperlipoproteinemia,Simcor,5.0
4064,Hyperlipoproteinemia,Simvastatin,5.5
4065,Hyperlipoproteinemia,TriCor,3.0
4066,"Hyperlipoproteinemia Type IIa, Elevated LDL",Cholestyramine,5.0
4067,"Hyperlipoproteinemia Type IIa, Elevated LDL",Colesevelam,5.5
4068,"Hyperlipoproteinemia Type IIa, Elevated LDL",Fenofibrate,6.125
4069,"Hyperlipoproteinemia Type IIa, Elevated LDL",Lipofen,8.5
4070,"Hyperlipoproteinemia Type IIa, Elevated LDL",Pravastatin,1.5
4071,"Hyperlipoproteinemia Type IIa, Elevated LDL",Prevalite,5.0
4072,"Hyperlipoproteinemia Type IIa, Elevated LDL",Simvastatin,6.5
4073,"Hyperlipoproteinemia Type IIa, Elevated LDL",TriCor,5.75
4074,"Hyperlipoproteinemia Type IIa, Elevated LDL",Welchol,5.5
4075,"Hyperlipoproteinemia Type IV, Elevated VLDL",Niacin,5.5
4076,"Hyperlipoproteinemia Type IV, Elevated VLDL",Niaspan,5.5
4077,Hyperparathyroidism Secondary to Renal Impairment,Calcifediol,6.5
4078,Hyperparathyroidism Secondary to Renal Impairment,Rayaldee,6.5
4079,Hyperphosphatemia,Calcium acetate,4.25
4080,Hyperphosphatemia,PhosLo,5.5
4081,Hyperphosphatemia of Renal Failure,Auryxia,4.25
4082,Hyperphosphatemia of Renal Failure,Ferric citrate,4.25
4083,Hyperphosphatemia of Renal Failure,Fosrenol,5.75
4084,Hyperphosphatemia of Renal Failure,Lanthanum carbonate,5.75
4085,Hyperphosphatemia of Renal Failure,Renagel,5.0
4086,Hyperphosphatemia of Renal Failure,Renvela,5.1
4087,Hyperphosphatemia of Renal Failure,Sevelamer,5.875
4088,Hyperphosphatemia of Renal Failure,Sucroferric oxyhydroxide,3.5
4089,Hyperphosphatemia of Renal Failure,Velphoro,3.5
4090,Hyperprolactinemia,Bromocriptine,4.71875
4091,Hyperprolactinemia,Cabergoline,5.632352941176471
4092,Hyperprolactinemia,Dostinex,6.75
4093,Hyperprolactinemia,Parlodel,5.55
4094,Hypersomnia,Armodafinil,5.425925925925926
4095,Hypersomnia,Caffeine,6.75
4096,Hypersomnia,Dexedrine,8.0
4097,Hypersomnia,Dextroamphetamine,6.75
4098,Hypersomnia,Modafinil,6.136363636363637
4099,Hypersomnia,NoDoz,6.388888888888889
4100,Hypersomnia,Nuvigil,5.409090909090909
4101,Hypersomnia,Provigil,6.166666666666667
4102,Hypersomnia,Vivarin,7.0
4103,Hypertensive Emergency,Catapres,8.166666666666666
4104,Hypertensive Emergency,Clonidine,6.785714285714286
4105,Hypertensive Emergency,Enalapril,8.5
4106,Hypertensive Emergency,Hydralazine,6.0
4107,Hypertensive Emergency,Methyldopa,4.0
4108,Hypertensive Emergency,Nifedipine,9.0
4109,Hyperthyroidism,Methimazole,4.375
4110,Hyperthyroidism,Pima,6.5
4111,Hyperthyroidism,Potassium iodide,6.5
4112,Hyperthyroidism,Tapazole,6.0
4113,Hypertriglyceridemia,Antara,2.0
4114,Hypertriglyceridemia,Fenofibrate,5.5
4115,Hypertriglyceridemia,Fenofibric acid,4.6
4116,Hypertriglyceridemia,Icosapent,6.684210526315789
4117,Hypertriglyceridemia,Lipofen,9.0
4118,Hypertriglyceridemia,Lovaza,5.0
4119,Hypertriglyceridemia,Omacor,6.0
4120,Hypertriglyceridemia,Omega-3 polyunsaturated fatty acids,5.5
4121,Hypertriglyceridemia,TriCor,5.571428571428571
4122,Hypertriglyceridemia,Trilipix,4.0
4123,Hypertriglyceridemia,Vascepa,6.684210526315789
4124,Hypoactive Sexual Desire Disorde,Addyi,5.625
4125,Hypoactive Sexual Desire Disorde,Flibanserin,5.625
4126,Hypocalcemia,Calcitriol,4.625
4127,Hypocalcemia,Calcium carbonate,9.5
4128,Hypocalcemia,Rocaltrol,5.5
4129,Hypodermoclysis,Hyaluronidase,6.5
4130,Hypodermoclysis,Hylenex,6.5
4131,Hypoestrogenism,Cenestin,6.5
4132,Hypoestrogenism,Climara,8.0
4133,Hypoestrogenism,Conjugated estrogens,6.375
4134,Hypoestrogenism,Estrace,6.0
4135,Hypoestrogenism,Estrace Vaginal Cream,7.125
4136,Hypoestrogenism,Estradiol,6.458333333333333
4137,Hypoestrogenism,Estradiol Patch,5.0
4138,Hypoestrogenism,Estring,9.5
4139,Hypoestrogenism,Premarin,6.333333333333333
4140,Hypoglycemia,Diazoxide,9.5
4141,Hypoglycemia,Glucose,6.0
4142,Hypoglycemia,Insta-Glucose,6.0
4143,Hypoglycemia,Proglycem,9.5
4144,"Hypogonadism, Male",AndroGel,6.826923076923077
4145,"Hypogonadism, Male",Androderm,5.95
4146,"Hypogonadism, Male",Aveed,4.75
4147,"Hypogonadism, Male",Axiron,6.672413793103448
4148,"Hypogonadism, Male",Chorionic gonadotropin (hcg),6.5
4149,"Hypogonadism, Male",Delatestryl,8.0
4150,"Hypogonadism, Male",Depo-Testosterone,6.5
4151,"Hypogonadism, Male",Follicle stimulating hormone,6.5
